sis_id,school_id,student_id,section_id,attendance_date,attendance_type,attendance_status,excuse_code
att-aeba8ba86c,b6e4b8,168084,24c0cb57,2025-04-01,section,present,
att-02a2fa7daa,b6e4b8,f27007,24c0cb57,2025-04-01,section,absent,EXC-946
att-8e541d9765,b6e4b8,57750a,24c0cb57,2025-04-01,section,present,
att-7516189b5d,b6e4b8,aab97c,24c0cb57,2025-04-01,section,absent,EXC-338
att-bc242e1043,b6e4b8,f56632,24c0cb57,2025-04-01,section,present,
att-46b97c609f,b6e4b8,b7a26a,24c0cb57,2025-04-01,section,present,
att-f53b08840c,b6e4b8,c5e061,24c0cb57,2025-04-01,section,present,
att-2da76d533a,b6e4b8,fee077,24c0cb57,2025-04-01,section,present,
att-97b6bb8310,b6e4b8,10eb00,24c0cb57,2025-04-01,section,present,
att-057f129a3c,b6e4b8,24405c,24c0cb57,2025-04-01,section,present,
att-3b0a6895e4,b6e4b8,3125d0,24c0cb57,2025-04-01,section,present,
att-7ad374af44,b6e4b8,7f3974,24c0cb57,2025-04-01,section,present,
att-4395c929cf,b6e4b8,c4958d,24c0cb57,2025-04-01,section,present,
att-af28424930,3e0d6,9922ec,acf32b66,2025-04-02,section,present,
att-16b70d8c10,3e0d6,bbc210,acf32b66,2025-04-02,section,present,
att-25ed232758,3e0d6,fd9656,acf32b66,2025-04-02,section,present,
att-b2e7823176,3e0d6,7f45e2,acf32b66,2025-04-02,section,present,
att-16d99c31fb,3e0d6,e45851,acf32b66,2025-04-02,section,present,
att-e2a45ff8eb,3e0d6,c5ce54,acf32b66,2025-04-02,section,present,
att-bfe3506720,3e0d6,33f642,acf32b66,2025-04-02,section,present,
att-ac8a370ab4,3e0d6,f5e73b,acf32b66,2025-04-02,section,present,
att-68442a3956,3e0d6,f324c0,acf32b66,2025-04-02,section,present,
att-49277bcb88,3e0d6,7fdcde,acf32b66,2025-04-02,section,present,
att-42b06cc032,3e0d6,611e59,acf32b66,2025-04-02,section,present,
att-ec27bcc261,3e0d6,8bbafd,acf32b66,2025-04-02,section,present,
att-4ddcb60930,3e0d6,a775e0,acf32b66,2025-04-02,section,present,
att-91baa69478,3e0d6,fec7ac,acf32b66,2025-04-02,section,present,
att-38f5abbf1b,3e0d6,0caf86,acf32b66,2025-04-02,section,present,
att-6ce409403b,3e0d6,09ba62,8909070d,2025-04-02,section,present,
att-6ef14e90d8,3e0d6,521f7a,8909070d,2025-04-02,section,present,
att-a1fae3b9d2,3e0d6,6fcd0f,8909070d,2025-04-02,section,present,
att-59e966f245,3e0d6,993542,8909070d,2025-04-02,section,present,
att-859c08e274,3e0d6,922618,8909070d,2025-04-02,section,present,
att-1006337037,3e0d6,0f776c,8909070d,2025-04-02,section,absent,EXC-351
att-981b882ad8,3e0d6,c215d5,8909070d,2025-04-02,section,present,
att-54fa2496b6,3e0d6,ebf6cd,8909070d,2025-04-02,section,present,
att-403da6a5c7,3e0d6,acc786,8909070d,2025-04-02,section,present,
att-2e70088878,3e0d6,d99d1d,8909070d,2025-04-02,section,present,
att-d08c9028b9,3e0d6,fd426d,8909070d,2025-04-02,section,present,
att-6edd4b7c96,3e0d6,d95e72,8909070d,2025-04-02,section,present,
att-58d7a5ad07,3e0d6,d179a4,8909070d,2025-04-02,section,present,
att-efb7287825,3e0d6,5ea068,8909070d,2025-04-02,section,present,
att-44fac1bf18,3e0d6,c775e9,8909070d,2025-04-02,section,present,
att-b2de02392e,3e0d6,f73113,c2741e15,2025-04-02,section,present,
att-0ceafb371c,3e0d6,917742,c2741e15,2025-04-02,section,present,
att-0b2ba3c1e0,3e0d6,ccdd6a,c2741e15,2025-04-02,section,present,
att-75a1ecc110,3e0d6,cda9e2,c2741e15,2025-04-02,section,present,
att-400cf53e74,3e0d6,c221a0,c2741e15,2025-04-02,section,present,
att-b450e1cdc0,3e0d6,5d9b48,c2741e15,2025-04-02,section,present,
att-fe7964235d,3e0d6,fd1ca6,c2741e15,2025-04-02,section,present,
att-cc960db445,3e0d6,c7373c,c2741e15,2025-04-02,section,present,
att-8f1906ce5b,3e0d6,f22c37,c2741e15,2025-04-02,section,present,
att-358e0c03b9,3e0d6,4f1b40,c2741e15,2025-04-02,section,present,
att-0323bb7cc2,3e0d6,185741,c2741e15,2025-04-02,section,present,
att-a7c002bf53,3e0d6,2f87d3,c2741e15,2025-04-02,section,present,
att-0b2c3c4451,3e0d6,088516,c2741e15,2025-04-02,section,tardy,EXC-473
att-3c2d3d3174,3e0d6,80b726,c2741e15,2025-04-02,section,present,
att-c61ca08079,3e0d6,cc84b6,c2741e15,2025-04-02,section,present,
att-499007d980,3e0d6,09d1f7,2b24a0b6,2025-04-02,section,present,
att-e00d10d204,3e0d6,f30591,2b24a0b6,2025-04-02,section,present,
att-d0d55fb3e3,3e0d6,b81e4a,2b24a0b6,2025-04-02,section,present,
att-986499042f,3e0d6,c119a6,2b24a0b6,2025-04-02,section,present,
att-9a541d2d0e,3e0d6,5069bc,2b24a0b6,2025-04-02,section,present,
att-d23543437a,3e0d6,ba34e8,2b24a0b6,2025-04-02,section,present,
att-b57397adee,3e0d6,215bf2,2b24a0b6,2025-04-02,section,present,
att-b5dddd7d73,3e0d6,2cc5af,2b24a0b6,2025-04-02,section,present,
att-c7c05de25c,3e0d6,80ab59,2b24a0b6,2025-04-02,section,present,
att-afa642a7d2,3e0d6,54c586,2b24a0b6,2025-04-02,section,present,
att-d47796c76d,3e0d6,b26d72,2b24a0b6,2025-04-02,section,present,
att-633b6c8ba7,3e0d6,ca12d5,2b24a0b6,2025-04-02,section,present,
att-11695b53e9,3e0d6,a4e5e8,2b24a0b6,2025-04-02,section,present,
att-4704e091e8,3e0d6,f31258,2b24a0b6,2025-04-02,section,present,
att-0ba23c1ed5,3e0d6,36c919,2b24a0b6,2025-04-02,section,present,
att-f7b9068936,3e0d6,28a356,6a6bd72c,2025-04-02,section,present,
att-714a8129cd,3e0d6,f94914,6a6bd72c,2025-04-02,section,present,
att-a523144e10,3e0d6,785649,6a6bd72c,2025-04-02,section,present,
att-5fb2ea3096,3e0d6,47a7e8,6a6bd72c,2025-04-02,section,present,
att-9c04c02646,3e0d6,f72cf5,6a6bd72c,2025-04-02,section,present,
att-121333c133,3e0d6,4de41b,6a6bd72c,2025-04-02,section,present,
att-7e2201758e,3e0d6,533206,6a6bd72c,2025-04-02,section,present,
att-1ac376d226,3e0d6,4d1851,6a6bd72c,2025-04-02,section,present,
att-00bc7ab4e6,3e0d6,f47343,6a6bd72c,2025-04-02,section,present,
att-2d0b0ebdec,3e0d6,423c13,6a6bd72c,2025-04-02,section,present,
att-7cc0b0af8f,3e0d6,95de6e,6a6bd72c,2025-04-02,section,present,
att-051ca6eb3f,3e0d6,bfa11d,6a6bd72c,2025-04-02,section,present,
att-f2e37deecd,3e0d6,cc08ff,6a6bd72c,2025-04-02,section,present,
att-7eab5673b3,3e0d6,5b0e66,6a6bd72c,2025-04-02,section,present,
att-859d51063d,3e0d6,df307d,6a6bd72c,2025-04-02,section,present,
att-1a553354d5,3e0d6,9f18c5,4a67d359,2025-04-02,section,present,
att-b9d2c09a7b,3e0d6,46d3bc,4a67d359,2025-04-02,section,present,
att-b2db07981d,3e0d6,0f6a96,4a67d359,2025-04-02,section,present,
att-47d1639cd9,3e0d6,c1060d,4a67d359,2025-04-02,section,present,
att-6d1606461c,3e0d6,3fceb0,4a67d359,2025-04-02,section,present,
att-708178ebeb,3e0d6,55361d,4a67d359,2025-04-02,section,present,
att-8c08ce64c1,3e0d6,e895d7,4a67d359,2025-04-02,section,present,
att-ab4f933f09,3e0d6,d22597,4a67d359,2025-04-02,section,present,
att-654ebaaa39,3e0d6,ee2812,4a67d359,2025-04-02,section,present,
att-8437eeff0f,3e0d6,ee0236,4a67d359,2025-04-02,section,present,
att-47290a009a,3e0d6,680a0f,4a67d359,2025-04-02,section,present,
att-d01650b081,3e0d6,37ef23,4a67d359,2025-04-02,section,present,
att-d47102c00c,3e0d6,81ba45,4a67d359,2025-04-02,section,present,
att-e7cfe14bbe,3e0d6,8441a8,4a67d359,2025-04-02,section,present,
att-85c3b47f5e,3e0d6,d8eba7,4a67d359,2025-04-02,section,present,
att-25a30bbf2e,3e0d6,0cf7f8,aee205bb,2025-04-02,section,present,
att-87edf0d969,3e0d6,46dce1,aee205bb,2025-04-02,section,tardy,EXC-113
att-c37ee7fcb0,3e0d6,99d327,aee205bb,2025-04-02,section,present,
att-f77e33a50c,3e0d6,e05df0,aee205bb,2025-04-02,section,present,
att-b9c5099a36,3e0d6,456f0b,aee205bb,2025-04-02,section,present,
att-e2d0340007,3e0d6,704f67,aee205bb,2025-04-02,section,present,
att-190226cd3b,3e0d6,32bc47,aee205bb,2025-04-02,section,present,
att-abeaac523e,3e0d6,e5d030,aee205bb,2025-04-02,section,present,
att-3240c1c727,3e0d6,a642b2,aee205bb,2025-04-02,section,present,
att-e8dc52dc5e,3e0d6,3091d8,aee205bb,2025-04-02,section,present,
att-8804234d3f,3e0d6,fa54fc,aee205bb,2025-04-02,section,present,
att-38f6989849,3e0d6,3b17df,aee205bb,2025-04-02,section,present,
att-b7b9f1a023,3e0d6,775caa,aee205bb,2025-04-02,section,present,
att-e501459f83,3e0d6,e48c46,aee205bb,2025-04-02,section,present,
att-4eacccc850,3e0d6,1017cb,aee205bb,2025-04-02,section,present,
att-b948c6c22d,3e0d6,738790,b30d2b94,2025-04-02,section,present,
att-e5929f9378,3e0d6,6aa41e,b30d2b94,2025-04-02,section,present,
att-128a3b4752,3e0d6,cf01f2,b30d2b94,2025-04-02,section,present,
att-02cad1ad90,3e0d6,84cd93,b30d2b94,2025-04-02,section,absent,EXC-137
att-60e2f4fb80,3e0d6,43d4b3,b30d2b94,2025-04-02,section,present,
att-71a00cc735,3e0d6,cafc14,b30d2b94,2025-04-02,section,present,
att-47d148f6cb,3e0d6,5158b7,b30d2b94,2025-04-02,section,present,
att-d3330a5b20,3e0d6,22cb8e,b30d2b94,2025-04-02,section,present,
att-498d4c224b,3e0d6,828fe7,b30d2b94,2025-04-02,section,present,
att-bf425facc2,3e0d6,7b78eb,b30d2b94,2025-04-02,section,present,
att-9d281f1fe8,3e0d6,cbfe23,b30d2b94,2025-04-02,section,present,
att-a176cbde03,3e0d6,1a7174,b30d2b94,2025-04-02,section,present,
att-059e8ca4f3,3e0d6,32c496,b30d2b94,2025-04-02,section,present,
att-6278820c1f,3e0d6,c17730,b30d2b94,2025-04-02,section,absent,EXC-500
att-68a3a12b06,3e0d6,cb0901,b30d2b94,2025-04-02,section,present,
att-effdc9fc75,3e0d6,d17679,dccbab04,2025-04-02,section,present,
att-121736503e,3e0d6,892faf,dccbab04,2025-04-02,section,present,
att-b162a11bc1,3e0d6,55d844,dccbab04,2025-04-02,section,present,
att-2ca96681e7,3e0d6,04eb11,dccbab04,2025-04-02,section,present,
att-3172b52ebd,3e0d6,7aaa84,dccbab04,2025-04-02,section,present,
att-201891cd3f,3e0d6,017542,dccbab04,2025-04-02,section,present,
att-5eb91dd5fe,3e0d6,37c7e6,dccbab04,2025-04-02,section,present,
att-6056623ede,3e0d6,ac91eb,dccbab04,2025-04-02,section,present,
att-c0637d0349,3e0d6,48eb9d,dccbab04,2025-04-02,section,present,
att-8fc3934b97,3e0d6,1e57a7,dccbab04,2025-04-02,section,present,
att-54ad12afcd,3e0d6,002fcc,dccbab04,2025-04-02,section,present,
att-939e64d8fb,3e0d6,e5140c,dccbab04,2025-04-02,section,present,
att-3b016870e6,3e0d6,e5c236,dccbab04,2025-04-02,section,present,
att-31fd6196ef,3e0d6,42acf4,dccbab04,2025-04-02,section,present,
att-c452799882,3e0d6,c52e8e,dccbab04,2025-04-02,section,present,
att-e93604f055,3e0d6,6ec84e,bef6b3f1,2025-04-02,section,present,
att-b451431208,3e0d6,19aba3,bef6b3f1,2025-04-02,section,present,
att-1b2373bdd3,3e0d6,05c361,bef6b3f1,2025-04-02,section,present,
att-7a55e74ec4,3e0d6,9c08b6,bef6b3f1,2025-04-02,section,present,
att-4a4678a5a7,3e0d6,a81a3c,bef6b3f1,2025-04-02,section,present,
att-db122027bf,3e0d6,190f56,bef6b3f1,2025-04-02,section,present,
att-621bba3fdc,3e0d6,d8c9c2,bef6b3f1,2025-04-02,section,absent,EXC-245
att-2617eab60b,3e0d6,cc5138,bef6b3f1,2025-04-02,section,present,
att-fbe9969239,3e0d6,d491cd,bef6b3f1,2025-04-02,section,tardy,EXC-393
att-1fea009a9c,3e0d6,85388d,bef6b3f1,2025-04-02,section,tardy,EXC-403
att-ab66b368c3,3e0d6,bc25ad,bef6b3f1,2025-04-02,section,present,
att-0aa4ed61bd,3e0d6,ee3e8c,bef6b3f1,2025-04-02,section,present,
att-642b6279cc,3e0d6,ef9f5d,bef6b3f1,2025-04-02,section,present,
att-4fecfa9adc,3e0d6,7c231f,bef6b3f1,2025-04-02,section,tardy,EXC-812
att-e7b5876bc5,3e0d6,f2d3e3,bef6b3f1,2025-04-02,section,present,
att-a0d7c9e90a,63dbd,24ce06,64aecfaf,2025-04-02,section,present,
att-8563ba9d22,63dbd,ce2011,64aecfaf,2025-04-02,section,present,
att-7bca9b441e,63dbd,54485e,64aecfaf,2025-04-02,section,present,
att-1bc2e5f568,63dbd,2e7f66,64aecfaf,2025-04-02,section,present,
att-1dc5bba79b,63dbd,b4c873,64aecfaf,2025-04-02,section,present,
att-7163d959f4,63dbd,0eae0f,64aecfaf,2025-04-02,section,tardy,EXC-160
att-79fbeb1d03,63dbd,444be7,64aecfaf,2025-04-02,section,present,
att-e1085dafc9,63dbd,32d159,64aecfaf,2025-04-02,section,present,
att-9a66999066,63dbd,73c95f,64aecfaf,2025-04-02,section,present,
att-49e28d9ee7,63dbd,f79111,64aecfaf,2025-04-02,section,present,
att-8ddd113889,63dbd,95dc7c,64aecfaf,2025-04-02,section,present,
att-f3bab2ae36,63dbd,e8fbae,64aecfaf,2025-04-02,section,present,
att-69f8379c5e,63dbd,8579cf,64aecfaf,2025-04-02,section,present,
att-41590f0b85,63dbd,2bc4f2,64aecfaf,2025-04-02,section,present,
att-64a43356ec,63dbd,aeb5ee,64aecfaf,2025-04-02,section,present,
att-bde3f2b75e,63dbd,6c7639,1b3ad4a8,2025-04-02,section,present,
att-9804779135,63dbd,0ef8e3,1b3ad4a8,2025-04-02,section,present,
att-dd29252e80,63dbd,17860c,1b3ad4a8,2025-04-02,section,present,
att-febfd5bd92,63dbd,e30303,1b3ad4a8,2025-04-02,section,present,
att-d03677f05a,63dbd,6cd7c9,1b3ad4a8,2025-04-02,section,present,
att-be3e2d20a8,63dbd,50ca28,1b3ad4a8,2025-04-02,section,present,
att-7465789366,63dbd,41c6fe,1b3ad4a8,2025-04-02,section,present,
att-836b0610c4,63dbd,47012b,1b3ad4a8,2025-04-02,section,present,
att-957db72427,63dbd,76362c,1b3ad4a8,2025-04-02,section,present,
att-c2c03958a2,63dbd,abd532,1b3ad4a8,2025-04-02,section,present,
att-17a164b794,63dbd,4581cb,1b3ad4a8,2025-04-02,section,present,
att-e111e64fd9,63dbd,a0ece4,1b3ad4a8,2025-04-02,section,present,
att-4b6fe1a41e,63dbd,4cf203,1b3ad4a8,2025-04-02,section,present,
att-abcc764ba4,63dbd,1aaeb8,1b3ad4a8,2025-04-02,section,present,
att-b5846da4ee,63dbd,71e6f0,1b3ad4a8,2025-04-02,section,present,
att-5d4ed32e8a,63dbd,366dca,a7a4e939,2025-04-02,section,present,
att-e421b78c60,63dbd,583bad,a7a4e939,2025-04-02,section,present,
att-ee2bbd3c4a,63dbd,279358,a7a4e939,2025-04-02,section,present,
att-71a86454df,63dbd,00efef,a7a4e939,2025-04-02,section,present,
att-935c7bc8fa,63dbd,97735a,a7a4e939,2025-04-02,section,present,
att-426fc54003,63dbd,be9014,a7a4e939,2025-04-02,section,present,
att-274e8d5400,63dbd,de810a,a7a4e939,2025-04-02,section,present,
att-e6ae02b80e,63dbd,03fcff,a7a4e939,2025-04-02,section,present,
att-d179b74518,63dbd,281c6d,a7a4e939,2025-04-02,section,present,
att-41d07a60af,63dbd,7f6376,a7a4e939,2025-04-02,section,present,
att-1ee400abe0,63dbd,ebf046,a7a4e939,2025-04-02,section,present,
att-078c486aa6,63dbd,87add0,a7a4e939,2025-04-02,section,present,
att-0e2335a966,63dbd,4ba39c,a7a4e939,2025-04-02,section,present,
att-9e177ddfa9,63dbd,0183cd,a7a4e939,2025-04-02,section,present,
att-51f04058ea,63dbd,64aff1,a7a4e939,2025-04-02,section,present,
att-893b6785d8,63dbd,360483,0c5e922e,2025-04-02,section,present,
att-31e9477788,63dbd,af08da,0c5e922e,2025-04-02,section,present,
att-2cb542b7fa,63dbd,1c3427,0c5e922e,2025-04-02,section,present,
att-b7c323368b,63dbd,e9504d,0c5e922e,2025-04-02,section,present,
att-6cde96614f,63dbd,8d0394,0c5e922e,2025-04-02,section,present,
att-d1cf24df00,63dbd,e57468,0c5e922e,2025-04-02,section,present,
att-dc32addc79,63dbd,cdc92b,0c5e922e,2025-04-02,section,present,
att-97bb41e78a,63dbd,001cac,0c5e922e,2025-04-02,section,present,
att-0931f1141e,63dbd,86d151,0c5e922e,2025-04-02,section,present,
att-93df804f73,63dbd,b44a3a,0c5e922e,2025-04-02,section,present,
att-2cbc4e2dc3,63dbd,7f8793,0c5e922e,2025-04-02,section,present,
att-ca55015ed5,63dbd,4a5cfd,0c5e922e,2025-04-02,section,present,
att-9593a307e0,63dbd,7e0b3d,0c5e922e,2025-04-02,section,present,
att-8fce7fac82,63dbd,57cc43,0c5e922e,2025-04-02,section,present,
att-c99aeff69f,63dbd,1b33b8,0c5e922e,2025-04-02,section,present,
att-ffd35c7ea6,63dbd,f5dc7b,0b87a099,2025-04-02,section,present,
att-5c62b35a26,63dbd,14a43a,0b87a099,2025-04-02,section,present,
att-4da00a80c7,63dbd,4410fb,0b87a099,2025-04-02,section,present,
att-67f5c0569b,63dbd,fc49c7,0b87a099,2025-04-02,section,absent,EXC-784
att-6960a986b8,63dbd,301c50,0b87a099,2025-04-02,section,present,
att-e7bd34bbc1,63dbd,d80256,0b87a099,2025-04-02,section,present,
att-00b6b39d21,63dbd,c4a73b,0b87a099,2025-04-02,section,present,
att-a58d4fb8b5,63dbd,5f5cc1,0b87a099,2025-04-02,section,present,
att-75125ff081,63dbd,4ce581,0b87a099,2025-04-02,section,present,
att-42679fd7bd,63dbd,5f28c0,0b87a099,2025-04-02,section,present,
att-186e8afd1d,63dbd,24a188,0b87a099,2025-04-02,section,present,
att-71caa99339,63dbd,19eb82,0b87a099,2025-04-02,section,present,
att-dab767c6cf,63dbd,6ea75e,0b87a099,2025-04-02,section,present,
att-e458319e36,63dbd,580d1c,0b87a099,2025-04-02,section,present,
att-668b35fc24,63dbd,a097d0,0b87a099,2025-04-02,section,present,
att-496de16f59,63dbd,53e002,ddd76426,2025-04-02,section,present,
att-74da4c0de8,63dbd,7f210f,ddd76426,2025-04-02,section,present,
att-f24eaa79a5,63dbd,55198b,ddd76426,2025-04-02,section,absent,EXC-900
att-ca5a22e464,63dbd,187fa2,ddd76426,2025-04-02,section,present,
att-4a0eef84d7,63dbd,77cc56,ddd76426,2025-04-02,section,present,
att-32cb4e1acf,63dbd,1cf2b6,ddd76426,2025-04-02,section,present,
att-2b007fabf2,63dbd,6e6a7b,ddd76426,2025-04-02,section,present,
att-111addba8e,63dbd,fe1e29,ddd76426,2025-04-02,section,present,
att-df33bba2b1,63dbd,7e6bf8,ddd76426,2025-04-02,section,present,
att-61354253be,63dbd,05e22b,ddd76426,2025-04-02,section,present,
att-4ec4585201,63dbd,c74cb4,ddd76426,2025-04-02,section,present,
att-b6004bc641,63dbd,bd8550,ddd76426,2025-04-02,section,present,
att-a6eceb6d66,63dbd,ca68e2,ddd76426,2025-04-02,section,present,
att-b08411e67b,63dbd,8cf39a,ddd76426,2025-04-02,section,present,
att-36051b71b6,63dbd,cad5ae,ddd76426,2025-04-02,section,present,
att-64a729059f,63dbd,8b34ae,29951f10,2025-04-02,section,present,
att-fc914cf1ae,63dbd,bf922a,29951f10,2025-04-02,section,present,
att-9293e2bef0,63dbd,34bdb6,29951f10,2025-04-02,section,present,
att-0c41c05d18,63dbd,907a49,29951f10,2025-04-02,section,present,
att-b4642e122c,63dbd,565532,29951f10,2025-04-02,section,present,
att-a1a29c2637,63dbd,9a4e20,29951f10,2025-04-02,section,present,
att-29baa50384,63dbd,5e4185,29951f10,2025-04-02,section,present,
att-392a8a3baf,63dbd,ff0456,29951f10,2025-04-02,section,present,
att-0b48f74b8b,63dbd,cde3c1,29951f10,2025-04-02,section,present,
att-03a1a718a8,63dbd,683194,29951f10,2025-04-02,section,present,
att-c1436e02fb,63dbd,2bf3e0,29951f10,2025-04-02,section,present,
att-b70cf0c1c2,63dbd,24386e,29951f10,2025-04-02,section,present,
att-a50356e885,63dbd,5dda77,29951f10,2025-04-02,section,present,
att-d11dd152ee,63dbd,494965,29951f10,2025-04-02,section,present,
att-a9661085a0,63dbd,4fa9b9,29951f10,2025-04-02,section,present,
att-12a63852d4,63dbd,9bc3e4,b454804a,2025-04-02,section,present,
att-4800de9ed3,63dbd,a5c3f1,b454804a,2025-04-02,section,present,
att-b98d730f9e,63dbd,dc684d,b454804a,2025-04-02,section,present,
att-c7c6d086e4,63dbd,0f6ec6,b454804a,2025-04-02,section,present,
att-657ed61bd9,63dbd,a05d30,b454804a,2025-04-02,section,present,
att-51e60d2813,63dbd,daf75f,b454804a,2025-04-02,section,present,
att-4f7416b24b,63dbd,09a101,b454804a,2025-04-02,section,present,
att-d515922a55,63dbd,f985f6,b454804a,2025-04-02,section,present,
att-acb97f6f90,63dbd,22a70a,b454804a,2025-04-02,section,present,
att-8fae32644c,63dbd,e947f4,b454804a,2025-04-02,section,present,
att-8d6d880d5c,63dbd,e19e2d,b454804a,2025-04-02,section,present,
att-dcd0e0744c,63dbd,07af94,b454804a,2025-04-02,section,present,
att-eef56cafdc,63dbd,bb359e,b454804a,2025-04-02,section,present,
att-2977ac2492,63dbd,639944,b454804a,2025-04-02,section,present,
att-d985ba668e,63dbd,b3c980,b454804a,2025-04-02,section,present,
att-fea2f0bcde,63dbd,3348f3,395a3fd9,2025-04-02,section,present,
att-ec23da933f,63dbd,f4dc7c,395a3fd9,2025-04-02,section,present,
att-bd4bdb07f0,63dbd,fb181b,395a3fd9,2025-04-02,section,present,
att-ee8027698d,63dbd,5d7d73,395a3fd9,2025-04-02,section,present,
att-a8e43f5a55,63dbd,6ce5fe,395a3fd9,2025-04-02,section,present,
att-afec3b550f,63dbd,4d9763,395a3fd9,2025-04-02,section,tardy,EXC-853
att-fc0a1b4713,63dbd,5fd4c6,395a3fd9,2025-04-02,section,present,
att-2e245b4342,63dbd,80e981,395a3fd9,2025-04-02,section,present,
att-f3905b232d,63dbd,48a81a,395a3fd9,2025-04-02,section,present,
att-d1926329ef,63dbd,a4a376,395a3fd9,2025-04-02,section,present,
att-fd466edd98,63dbd,646f60,395a3fd9,2025-04-02,section,present,
att-205ed874b3,63dbd,6830ba,395a3fd9,2025-04-02,section,present,
att-30ac043187,63dbd,49b7a2,395a3fd9,2025-04-02,section,present,
att-2046809633,63dbd,6a72ff,395a3fd9,2025-04-02,section,present,
att-2cdc335120,63dbd,ff2e08,395a3fd9,2025-04-02,section,present,
att-adae185b04,63dbd,53b7b6,2442b80a,2025-04-02,section,present,
att-de915f9238,63dbd,064693,2442b80a,2025-04-02,section,present,
att-f5baacdcc5,63dbd,dceada,2442b80a,2025-04-02,section,present,
att-b1133c4a11,63dbd,410749,2442b80a,2025-04-02,section,present,
att-f1c67349ab,63dbd,b2fc52,2442b80a,2025-04-02,section,present,
att-f6fe86ca1c,63dbd,481cad,2442b80a,2025-04-02,section,present,
att-de335aa084,63dbd,0fd397,2442b80a,2025-04-02,section,present,
att-5962faced5,63dbd,fc1408,2442b80a,2025-04-02,section,present,
att-25b556fb6c,63dbd,1469f5,2442b80a,2025-04-02,section,present,
att-79c2195839,63dbd,d805b9,2442b80a,2025-04-02,section,present,
att-dbebbf0321,63dbd,8818b2,2442b80a,2025-04-02,section,present,
att-7252e4ed10,63dbd,3ad21a,2442b80a,2025-04-02,section,present,
att-b9a12f2f26,63dbd,6eb739,2442b80a,2025-04-02,section,present,
att-7093a1d201,63dbd,e3a2f2,2442b80a,2025-04-02,section,present,
att-52f0515894,63dbd,c6c16d,2442b80a,2025-04-02,section,present,
att-a7dca34479,a4d7d3,078753,90fc9160,2025-04-02,section,present,
att-46861721bd,a4d7d3,60fc76,90fc9160,2025-04-02,section,present,
att-6330853eae,a4d7d3,f12908,90fc9160,2025-04-02,section,absent,EXC-310
att-0b50cff377,a4d7d3,a14977,90fc9160,2025-04-02,section,present,
att-db4bbcf6e8,a4d7d3,f453d7,90fc9160,2025-04-02,section,present,
att-c370a30e04,a4d7d3,4c4549,90fc9160,2025-04-02,section,present,
att-fd82f44157,a4d7d3,cffc78,90fc9160,2025-04-02,section,present,
att-128759eb55,a4d7d3,ee0b6c,90fc9160,2025-04-02,section,present,
att-83efc308a4,a4d7d3,773613,90fc9160,2025-04-02,section,present,
att-a5ca6e1162,a4d7d3,130cdd,90fc9160,2025-04-02,section,present,
att-7566a43471,a4d7d3,cc3376,90fc9160,2025-04-02,section,present,
att-c9befacf1a,a4d7d3,06c0d0,90fc9160,2025-04-02,section,present,
att-a619b52509,a4d7d3,817c8b,90fc9160,2025-04-02,section,present,
att-c765681494,a4d7d3,21cf7b,90fc9160,2025-04-02,section,present,
att-c42984d572,a4d7d3,0515f6,90fc9160,2025-04-02,section,present,
att-10e00f6978,a4d7d3,ed4dca,48af789f,2025-04-02,section,present,
att-ea2afbbdcd,a4d7d3,5b0a60,48af789f,2025-04-02,section,present,
att-8eed4c6640,a4d7d3,81fe57,48af789f,2025-04-02,section,present,
att-82ba63cde7,a4d7d3,bd95db,48af789f,2025-04-02,section,present,
att-31d89dd9c1,a4d7d3,9ab604,48af789f,2025-04-02,section,present,
att-6b13ea7288,a4d7d3,569a16,48af789f,2025-04-02,section,present,
att-0dfd11d506,a4d7d3,82e59d,48af789f,2025-04-02,section,absent,EXC-715
att-beee6021c6,a4d7d3,9efd44,48af789f,2025-04-02,section,present,
att-f095126d5e,a4d7d3,d98cd0,48af789f,2025-04-02,section,present,
att-407ce3f3bc,a4d7d3,4a2512,48af789f,2025-04-02,section,present,
att-ddc68e4d1c,a4d7d3,03870c,48af789f,2025-04-02,section,present,
att-8b55ad43ff,a4d7d3,aba841,48af789f,2025-04-02,section,present,
att-5738d08879,a4d7d3,51b342,48af789f,2025-04-02,section,present,
att-7821190e23,a4d7d3,395dd5,48af789f,2025-04-02,section,present,
att-f9876324bf,a4d7d3,f7ff81,48af789f,2025-04-02,section,present,
att-a421b7882e,a4d7d3,46e320,3d6ebcb3,2025-04-02,section,present,
att-b3c4af37ae,a4d7d3,0edcd8,3d6ebcb3,2025-04-02,section,present,
att-63cfdf549c,a4d7d3,a29a2a,3d6ebcb3,2025-04-02,section,present,
att-f68ba461bc,a4d7d3,3fae21,3d6ebcb3,2025-04-02,section,present,
att-9ed0801609,a4d7d3,5cb972,3d6ebcb3,2025-04-02,section,present,
att-0864a39332,a4d7d3,de44b8,3d6ebcb3,2025-04-02,section,absent,EXC-134
att-fb074fe95b,a4d7d3,7e87a5,3d6ebcb3,2025-04-02,section,absent,EXC-992
att-de2ad0c88a,a4d7d3,f4b72c,3d6ebcb3,2025-04-02,section,present,
att-abad999410,a4d7d3,b1bfc3,3d6ebcb3,2025-04-02,section,present,
att-e3b4d63930,a4d7d3,db3fe0,3d6ebcb3,2025-04-02,section,present,
att-50655390d3,a4d7d3,f13827,3d6ebcb3,2025-04-02,section,present,
